Число узлов n = 10001
-------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |
| 0.24770 |      3.792515e-07      |      2.875306e+03      |
| 0.24780 |      3.792413e-07      |      2.876433e+03      |
| 0.24790 |      3.792311e-07      |      2.877560e+03      |
| 0.24800 |      3.792208e-07      |      2.878687e+03      |
| 0.24810 |      3.792106e-07      |      2.879814e+03      |
| 0.24820 |      3.792004e-07      |      2.880941e+03      |
| 0.24830 |      3.791901e-07      |      2.882068e+03      |
| 0.24840 |      3.791799e-07      |      2.883194e+03      |
| 0.24850 |      3.791696e-07      |      2.884321e+03      |
| 0.24860 |      3.791594e-07      |      2.885448e+03      |
| 0.24870 |      3.791491e-07      |      2.886574e+03      |
| 0.24880 |      3.791388e-07      |      2.887700e+03      |
| 0.24890 |      3.791286e-07      |      2.888827e+03      |
| 0.24900 |      3.791183e-07      |      2.889953e+03      |
| 0.24910 |      3.791080e-07      |      2.891079e+03      |
| 0.24920 |      3.790978e-07      |      2.892205e+03      |
| 0.24930 |      3.790875e-07      |      2.893332e+03      |
| 0.24940 |      3.790772e-07      |      2.894458e+03      |
| 0.24950 |      3.790669e-07      |      2.895583e+03      |
| 0.24960 |      3.790566e-07      |      2.896709e+03      |
| 0.24970 |      3.790463e-07      |      2.897835e+03      |
| 0.24980 |      3.790360e-07      |      2.898961e+03      |
| 0.24990 |      3.790257e-07      |      2.900086e+03      |
| 0.25000 |      3.790154e-07      |      2.901212e+03      |
| 0.25010 |      3.790051e-07      |      2.902337e+03      |
| 0.25020 |      3.789948e-07      |      2.903463e+03      |
| 0.25030 |      3.789844e-07      |      2.904588e+03      |
| 0.25040 |      3.789741e-07      |      2.905713e+03      |
| 0.25050 |      3.789638e-07      |      2.906839e+03      |
| 0.25060 |      3.789535e-07      |      2.907964e+03      |
| 0.25070 |      3.789431e-07      |      2.909089e+03      |
| 0.25080 |      3.789328e-07      |      2.910214e+03      |
| 0.25090 |      3.789224e-07      |      2.911338e+03      |
| 0.25100 |      3.789121e-07      |      2.912463e+03      |
| 0.25110 |      3.789017e-07      |      2.913588e+03      |
| 0.25120 |      3.788914e-07      |      2.914713e+03      |
| 0.25130 |      3.788810e-07      |      2.915837e+03      |
| 0.25140 |      3.788707e-07      |      2.916962e+03      |
| 0.25150 |      3.788603e-07      |      2.918086e+03      |
| 0.25160 |      3.788499e-07      |      2.919210e+03      |
| 0.25170 |      3.788396e-07      |      2.920335e+03      |
| 0.25180 |      3.788292e-07      |      2.921459e+03      |
| 0.25190 |      3.788188e-07      |      2.922583e+03      |
| 0.25200 |      3.788084e-07      |      2.923707e+03      |
| 0.25210 |      3.787980e-07      |      2.924831e+03      |
| 0.25220 |      3.787876e-07      |      2.925955e+03      |
| 0.25230 |      3.787772e-07      |      2.927079e+03      |
| 0.25240 |      3.787668e-07      |      2.928202e+03      |
| 0.25250 |      3.787564e-07      |      2.929326e+03      |
| 0.25260 |      3.787460e-07      |      2.930450e+03      |
| 0.25270 |      3.787356e-07      |      2.931573e+03      |
| 0.25280 |      3.787252e-07      |      2.932696e+03      |
| 0.25290 |      3.787148e-07      |      2.933820e+03      |
| 0.25300 |      3.787043e-07      |      2.934943e+03      |
| 0.25310 |      3.786939e-07      |      2.936066e+03      |
| 0.25320 |      3.786835e-07      |      2.937189e+03      |
| 0.25330 |      3.786731e-07      |      2.938312e+03      |
| 0.25340 |      3.786626e-07      |      2.939435e+03      |
| 0.25350 |      3.786522e-07      |      2.940558e+03      |
| 0.25360 |      3.786417e-07      |      2.941681e+03      |
| 0.25370 |      3.786313e-07      |      2.942804e+03      |
| 0.25380 |      3.786208e-07      |      2.943926e+03      |
| 0.25390 |      3.786104e-07      |      2.945049e+03      |
| 0.25400 |      3.785999e-07      |      2.946171e+03      |
| 0.25410 |      3.785894e-07      |      2.947294e+03      |
| 0.25420 |      3.785790e-07      |      2.948416e+03      |
| 0.25430 |      3.785685e-07      |      2.949538e+03      |
| 0.25440 |      3.785580e-07      |      2.950660e+03      |
| 0.25450 |      3.785475e-07      |      2.951783e+03      |
| 0.25460 |      3.785370e-07      |      2.952905e+03      |
| 0.25470 |      3.785266e-07      |      2.954026e+03      |
| 0.25480 |      3.785161e-07      |      2.955148e+03      |
| 0.25490 |      3.785056e-07      |      2.956270e+03      |
| 0.25500 |      3.784951e-07      |      2.957392e+03      |
| 0.25510 |      3.784846e-07      |      2.958513e+03      |
| 0.25520 |      3.784741e-07      |      2.959635e+03      |
| 0.25530 |      3.784635e-07      |      2.960756e+03      |
| 0.25540 |      3.784530e-07      |      2.961878e+03      |
| 0.25550 |      3.784425e-07      |      2.962999e+03      |
| 0.25560 |      3.784320e-07      |      2.964120e+03      |
| 0.25570 |      3.784215e-07      |      2.965241e+03      |
| 0.25580 |      3.784109e-07      |      2.966362e+03      |
| 0.25590 |      3.784004e-07      |      2.967483e+03      |
| 0.25600 |      3.783899e-07      |      2.968604e+03      |
| 0.25610 |      3.783793e-07      |      2.969725e+03      |
| 0.25620 |      3.783688e-07      |      2.970846e+03      |
| 0.25630 |      3.783582e-07      |      2.971966e+03      |
| 0.25640 |      3.783477e-07      |      2.973087e+03      |
| 0.25650 |      3.783371e-07      |      2.974207e+03      |
| 0.25660 |      3.783265e-07      |      2.975328e+03      |
| 0.25670 |      3.783160e-07      |      2.976448e+03      |
| 0.25680 |      3.783054e-07      |      2.977568e+03      |
| 0.25690 |      3.782948e-07      |      2.978688e+03      |
| 0.25700 |      3.782843e-07      |      2.979809e+03      |
| 0.25710 |      3.782737e-07      |      2.980928e+03      |
| 0.25720 |      3.782631e-07      |      2.982048e+03      |
| 0.25730 |      3.782525e-07      |      2.983168e+03      |
| 0.25740 |      3.782419e-07      |      2.984288e+03      |
| 0.25750 |      3.782313e-07      |      2.985408e+03      |
| 0.25760 |      3.782207e-07      |      2.986527e+03      |
| 0.25770 |      3.782101e-07      |      2.987647e+03      |
| 0.25780 |      3.781995e-07      |      2.988766e+03      |
| 0.25790 |      3.781889e-07      |      2.989885e+03      |
| 0.25800 |      3.781783e-07      |      2.991005e+03      |
| 0.25810 |      3.781677e-07      |      2.992124e+03      |
| 0.25820 |      3.781571e-07      |      2.993243e+03      |
| 0.25830 |      3.781464e-07      |      2.994362e+03      |
| 0.25840 |      3.781358e-07      |      2.995481e+03      |
| 0.25850 |      3.781252e-07      |      2.996600e+03      |
| 0.25860 |      3.781145e-07      |      2.997718e+03      |
| 0.25870 |      3.781039e-07      |      2.998837e+03      |
| 0.25880 |      3.780932e-07      |      2.999956e+03      |
| 0.25890 |      3.780826e-07      |      3.001074e+03      |
| 0.25900 |      3.780719e-07      |      3.002193e+03      |
| 0.25910 |      3.780613e-07      |      3.003311e+03      |
| 0.25920 |      3.780506e-07      |      3.004429e+03      |
| 0.25930 |      3.780400e-07      |      3.005547e+03      |
| 0.25940 |      3.780293e-07      |      3.006665e+03      |
| 0.25950 |      3.780186e-07      |      3.007783e+03      |
| 0.25960 |      3.780079e-07      |      3.008901e+03      |
| 0.25970 |      3.779973e-07      |      3.010019e+03      |
| 0.25980 |      3.779866e-07      |      3.011137e+03      |
| 0.25990 |      3.779759e-07      |      3.012255e+03      |
| 0.26000 |      3.779652e-07      |      3.013372e+03      |
| 0.26010 |      3.779545e-07      |      3.014490e+03      |
| 0.26020 |      3.779438e-07      |      3.015607e+03      |
| 0.26030 |      3.779331e-07      |      3.016724e+03      |
| 0.26040 |      3.779224e-07      |      3.017842e+03      |
| 0.26050 |      3.779117e-07      |      3.018959e+03      |
| 0.26060 |      3.779010e-07      |      3.020076e+03      |
| 0.26070 |      3.778903e-07      |      3.021193e+03      |
| 0.26080 |      3.778796e-07      |      3.022310e+03      |
| 0.26090 |      3.778688e-07      |      3.023427e+03      |
| 0.26100 |      3.778581e-07      |      3.024543e+03      |
| 0.26110 |      3.778474e-07      |      3.025660e+03      |
| 0.26120 |      3.778366e-07      |      3.026777e+03      |
| 0.26130 |      3.778259e-07      |      3.027893e+03      |
| 0.26140 |      3.778151e-07      |      3.029009e+03      |
| 0.26150 |      3.778044e-07      |      3.030126e+03      |
| 0.26160 |      3.777937e-07      |      3.031242e+03      |
| 0.26170 |      3.777829e-07      |      3.032358e+03      |
| 0.26180 |      3.777721e-07      |      3.033474e+03      |
| 0.26190 |      3.777614e-07      |      3.034590e+03      |
| 0.26200 |      3.777506e-07      |      3.035706e+03      |
| 0.26210 |      3.777398e-07      |      3.036822e+03      |
| 0.26220 |      3.777291e-07      |      3.037937e+03      |
| 0.26230 |      3.777183e-07      |      3.039053e+03      |
| 0.26240 |      3.777075e-07      |      3.040168e+03      |
| 0.26250 |      3.776967e-07      |      3.041284e+03      |
| 0.26260 |      3.776859e-07      |      3.042399e+03      |
| 0.26270 |      3.776751e-07      |      3.043514e+03      |
| 0.26280 |      3.776643e-07      |      3.044630e+03      |
| 0.26290 |      3.776535e-07      |      3.045745e+03      |
| 0.26300 |      3.776427e-07      |      3.046860e+03      |
| 0.26310 |      3.776319e-07      |      3.047975e+03      |
| 0.26320 |      3.776211e-07      |      3.049089e+03      |
| 0.26330 |      3.776103e-07      |      3.050204e+03      |
| 0.26340 |      3.775995e-07      |      3.051319e+03      |
| 0.26350 |      3.775887e-07      |      3.052433e+03      |
| 0.26360 |      3.775778e-07      |      3.053548e+03      |
| 0.26370 |      3.775670e-07      |      3.054662e+03      |
| 0.26380 |      3.775562e-07      |      3.055777e+03      |
| 0.26390 |      3.775453e-07      |      3.056891e+03      |
| 0.26400 |      3.775345e-07      |      3.058005e+03      |
| 0.26410 |      3.775237e-07      |      3.059119e+03      |
| 0.26420 |      3.775128e-07      |      3.060233e+03      |
| 0.26430 |      3.775020e-07      |      3.061347e+03      |
| 0.26440 |      3.774911e-07      |      3.062460e+03      |
| 0.26450 |      3.774802e-07      |      3.063574e+03      |
| 0.26460 |      3.774694e-07      |      3.064688e+03      |
| 0.26470 |      3.774585e-07      |      3.065801e+03      |
| 0.26480 |      3.774476e-07      |      3.066915e+03      |
| 0.26490 |      3.774368e-07      |      3.068028e+03      |
| 0.26500 |      3.774259e-07      |      3.069141e+03      |
| 0.26510 |      3.774150e-07      |      3.070254e+03      |
| 0.26520 |      3.774041e-07      |      3.071367e+03      |
| 0.26530 |      3.773932e-07      |      3.072480e+03      |
| 0.26540 |      3.773823e-07      |      3.073593e+03      |
| 0.26550 |      3.773714e-07      |      3.074706e+03      |
| 0.26560 |      3.773605e-07      |      3.075818e+03      |
| 0.26570 |      3.773496e-07      |      3.076931e+03      |
| 0.26580 |      3.773387e-07      |      3.078044e+03      |
| 0.26590 |      3.773278e-07      |      3.079156e+03      |
| 0.26600 |      3.773169e-07      |      3.080268e+03      |
| 0.26610 |      3.773060e-07      |      3.081380e+03      |
| 0.26620 |      3.772951e-07      |      3.082493e+03      |
| 0.26630 |      3.772841e-07      |      3.083605e+03      |
| 0.26640 |      3.772732e-07      |      3.084717e+03      |
| 0.26650 |      3.772623e-07      |      3.085828e+03      |
| 0.26660 |      3.772513e-07      |      3.086940e+03      |
| 0.26670 |      3.772404e-07      |      3.088052e+03      |
| 0.26680 |      3.772294e-07      |      3.089164e+03      |
| 0.26690 |      3.772185e-07      |      3.090275e+03      |
| 0.26700 |      3.772075e-07      |      3.091386e+03      |
| 0.26710 |      3.771966e-07      |      3.092498e+03      |
| 0.26720 |      3.771856e-07      |      3.093609e+03      |
| 0.26730 |      3.771746e-07      |      3.094720e+03      |
| 0.26740 |      3.771637e-07      |      3.095831e+03      |
| 0.26750 |      3.771527e-07      |      3.096942e+03      |
| 0.26760 |      3.771417e-07      |      3.098053e+03      |
| 0.26770 |      3.771307e-07      |      3.099164e+03      |
| 0.26780 |      3.771198e-07      |      3.100274e+03      |
| 0.26790 |      3.771088e-07      |      3.101385e+03      |
| 0.26800 |      3.770978e-07      |      3.102495e+03      |
| 0.26810 |      3.770868e-07      |      3.103606e+03      |
| 0.26820 |      3.770758e-07      |      3.104716e+03      |
| 0.26830 |      3.770648e-07      |      3.105826e+03      |
| 0.26840 |      3.770538e-07      |      3.106936e+03      |
| 0.26850 |      3.770428e-07      |      3.108046e+03      |
| 0.26860 |      3.770318e-07      |      3.109156e+03      |
| 0.26870 |      3.770207e-07      |      3.110266e+03      |
| 0.26880 |      3.770097e-07      |      3.111376e+03      |
| 0.26890 |      3.769987e-07      |      3.112486e+03      |
| 0.26900 |      3.769877e-07      |      3.113595e+03      |
| 0.26910 |      3.769766e-07      |      3.114705e+03      |
| 0.26920 |      3.769656e-07      |      3.115814e+03      |
| 0.26930 |      3.769546e-07      |      3.116923e+03      |
| 0.26940 |      3.769435e-07      |      3.118032e+03      |
| 0.26950 |      3.769325e-07      |      3.119141e+03      |
| 0.26960 |      3.769214e-07      |      3.120250e+03      |
| 0.26970 |      3.769104e-07      |      3.121359e+03      |
| 0.26980 |      3.768993e-07      |      3.122468e+03      |
| 0.26990 |      3.768883e-07      |      3.123577e+03      |
| 0.27000 |      3.768772e-07      |      3.124685e+03      |
| 0.27010 |      3.768661e-07      |      3.125794e+03      |
| 0.27020 |      3.768550e-07      |      3.126902e+03      |
| 0.27030 |      3.768440e-07      |      3.128011e+03      |
| 0.27040 |      3.768329e-07      |      3.129119e+03      |
| 0.27050 |      3.768218e-07      |      3.130227e+03      |
| 0.27060 |      3.768107e-07      |      3.131335e+03      |
| 0.27070 |      3.767996e-07      |      3.132443e+03      |
| 0.27080 |      3.767885e-07      |      3.133551e+03      |
| 0.27090 |      3.767774e-07      |      3.134658e+03      |
| 0.27100 |      3.767663e-07      |      3.135766e+03      |
| 0.27110 |      3.767552e-07      |      3.136874e+03      |
| 0.27120 |      3.767441e-07      |      3.137981e+03      |
| 0.27130 |      3.767330e-07      |      3.139088e+03      |
| 0.27140 |      3.767219e-07      |      3.140196e+03      |
| 0.27150 |      3.767108e-07      |      3.141303e+03      |
| 0.27160 |      3.766996e-07      |      3.142410e+03      |
| 0.27170 |      3.766885e-07      |      3.143517e+03      |
| 0.27180 |      3.766774e-07      |      3.144624e+03      |
| 0.27190 |      3.766662e-07      |      3.145730e+03      |
| 0.27200 |      3.766551e-07      |      3.146837e+03      |
| 0.27210 |      3.766440e-07      |      3.147944e+03      |
| 0.27220 |      3.766328e-07      |      3.149050e+03      |
| 0.27230 |      3.766217e-07      |      3.150157e+03      |
| 0.27240 |      3.766105e-07      |      3.151263e+03      |
| 0.27250 |      3.765993e-07      |      3.152369e+03      |
| 0.27260 |      3.765882e-07      |      3.153475e+03      |
| 0.27270 |      3.765770e-07      |      3.154581e+03      |
| 0.27280 |      3.765659e-07      |      3.155687e+03      |
| 0.27290 |      3.765547e-07      |      3.156793e+03      |
| 0.27300 |      3.765435e-07      |      3.157899e+03      |
| 0.27310 |      3.765323e-07      |      3.159004e+03      |
| 0.27320 |      3.765211e-07      |      3.160110e+03      |
| 0.27330 |      3.765099e-07      |      3.161215e+03      |
| 0.27340 |      3.764988e-07      |      3.162320e+03      |
| 0.27350 |      3.764876e-07      |      3.163426e+03      |
| 0.27360 |      3.764764e-07      |      3.164531e+03      |
| 0.27370 |      3.764652e-07      |      3.165636e+03      |
| 0.27380 |      3.764540e-07      |      3.166741e+03      |
| 0.27390 |      3.764427e-07      |      3.167845e+03      |
| 0.27400 |      3.764315e-07      |      3.168950e+03      |
| 0.27410 |      3.764203e-07      |      3.170055e+03      |
| 0.27420 |      3.764091e-07      |      3.171159e+03      |
| 0.27430 |      3.763979e-07      |      3.172264e+03      |
| 0.27440 |      3.763866e-07      |      3.173368e+03      |
| 0.27450 |      3.763754e-07      |      3.174472e+03      |
| 0.27460 |      3.763642e-07      |      3.175576e+03      |
| 0.27470 |      3.763529e-07      |      3.176680e+03      |
| 0.27480 |      3.763417e-07      |      3.177784e+03      |
| 0.27490 |      3.763304e-07      |      3.178888e+03      |
| 0.27500 |      3.763192e-07      |      3.179992e+03      |
| 0.27510 |      3.763079e-07      |      3.181095e+03      |
| 0.27520 |      3.762967e-07      |      3.182199e+03      |
| 0.27530 |      3.762854e-07      |      3.183302e+03      |
| 0.27540 |      3.762742e-07      |      3.184406e+03      |
| 0.27550 |      3.762629e-07      |      3.185509e+03      |
| 0.27560 |      3.762516e-07      |      3.186612e+03      |
| 0.27570 |      3.762403e-07      |      3.187715e+03      |
| 0.27580 |      3.762291e-07      |      3.188818e+03      |
| 0.27590 |      3.762178e-07      |      3.189921e+03      |
| 0.27600 |      3.762065e-07      |      3.191023e+03      |
| 0.27610 |      3.761952e-07      |      3.192126e+03      |
| 0.27620 |      3.761839e-07      |      3.193228e+03      |
| 0.27630 |      3.761726e-07      |      3.194331e+03      |
| 0.27640 |      3.761613e-07      |      3.195433e+03      |
| 0.27650 |      3.761500e-07      |      3.196535e+03      |
| 0.27660 |      3.761387e-07      |      3.197637e+03      |
| 0.27670 |      3.761274e-07      |      3.198739e+03      |
| 0.27680 |      3.761161e-07      |      3.199841e+03      |
| 0.27690 |      3.761047e-07      |      3.200943e+03      |
| 0.27700 |      3.760934e-07      |      3.202045e+03      |
| 0.27710 |      3.760821e-07      |      3.203146e+03      |
| 0.27720 |      3.760708e-07      |      3.204248e+03      |
| 0.27730 |      3.760594e-07      |      3.205349e+03      |
| 0.27740 |      3.760481e-07      |      3.206450e+03      |
| 0.27750 |      3.760367e-07      |      3.207551e+03      |
| 0.27760 |      3.760254e-07      |      3.208652e+03      |
| 0.27770 |      3.760141e-07      |      3.209753e+03      |
| 0.27780 |      3.760027e-07      |      3.210854e+03      |
| 0.27790 |      3.759913e-07      |      3.211955e+03      |
| 0.27800 |      3.759800e-07      |      3.213056e+03      |
| 0.27810 |      3.759686e-07      |      3.214156e+03      |
| 0.27820 |      3.759572e-07      |      3.215257e+03      |
| 0.27830 |      3.759459e-07      |      3.216357e+03      |
| 0.27840 |      3.759345e-07      |      3.217457e+03      |
| 0.27850 |      3.759231e-07      |      3.218557e+03      |
| 0.27860 |      3.759117e-07      |      3.219657e+03      |
| 0.27870 |      3.759004e-07      |      3.220757e+03      |
| 0.27880 |      3.758890e-07      |      3.221857e+03      |
| 0.27890 |      3.758776e-07      |      3.222957e+03      |
| 0.27900 |      3.758662e-07      |      3.224056e+03      |
| 0.27910 |      3.758548e-07      |      3.225156e+03      |
| 0.27920 |      3.758434e-07      |      3.226255e+03      |
| 0.27930 |      3.758320e-07      |      3.227355e+03      |
| 0.27940 |      3.758206e-07      |      3.228454e+03      |
| 0.27950 |      3.758091e-07      |      3.229553e+03      |
| 0.27960 |      3.757977e-07      |      3.230652e+03      |
| 0.27970 |      3.757863e-07      |      3.231751e+03      |
| 0.27980 |      3.757749e-07      |      3.232849e+03      |
| 0.27990 |      3.757634e-07      |      3.233948e+03      |
| 0.28000 |      3.757520e-07      |      3.235046e+03      |
| 0.28010 |      3.757406e-07      |      3.236145e+03      |
| 0.28020 |      3.757291e-07      |      3.237243e+03      |
| 0.28030 |      3.757177e-07      |      3.238341e+03      |
| 0.28040 |      3.757062e-07      |      3.239440e+03      |
| 0.28050 |      3.756948e-07      |      3.240538e+03      |
| 0.28060 |      3.756833e-07      |      3.241635e+03      |
| 0.28070 |      3.756719e-07      |      3.242733e+03      |
| 0.28080 |      3.756604e-07      |      3.243831e+03      |
| 0.28090 |      3.756489e-07      |      3.244929e+03      |
| 0.28100 |      3.756375e-07      |      3.246026e+03      |
| 0.28110 |      3.756260e-07      |      3.247123e+03      |
| 0.28120 |      3.756145e-07      |      3.248221e+03      |
| 0.28130 |      3.756030e-07      |      3.249318e+03      |
| 0.28140 |      3.755916e-07      |      3.250415e+03      |
| 0.28150 |      3.755801e-07      |      3.251512e+03      |
| 0.28160 |      3.755686e-07      |      3.252609e+03      |
| 0.28170 |      3.755571e-07      |      3.253705e+03      |
| 0.28180 |      3.755456e-07      |      3.254802e+03      |
| 0.28190 |      3.755341e-07      |      3.255898e+03      |
| 0.28200 |      3.755226e-07      |      3.256995e+03      |
| 0.28210 |      3.755111e-07      |      3.258091e+03      |
| 0.28220 |      3.754996e-07      |      3.259187e+03      |
| 0.28230 |      3.754880e-07      |      3.260283e+03      |
| 0.28240 |      3.754765e-07      |      3.261379e+03      |
| 0.28250 |      3.754650e-07      |      3.262475e+03      |
| 0.28260 |      3.754535e-07      |      3.263571e+03      |
| 0.28270 |      3.754419e-07      |      3.264666e+03      |
| 0.28280 |      3.754304e-07      |      3.265762e+03      |
| 0.28290 |      3.754189e-07      |      3.266857e+03      |
| 0.28300 |      3.754073e-07      |      3.267953e+03      |
| 0.28310 |      3.753958e-07      |      3.269048e+03      |
| 0.28320 |      3.753842e-07      |      3.270143e+03      |
| 0.28330 |      3.753727e-07      |      3.271238e+03      |
| 0.28340 |      3.753611e-07      |      3.272333e+03      |
| 0.28350 |      3.753496e-07      |      3.273428e+03      |
| 0.28360 |      3.753380e-07      |      3.274522e+03      |
| 0.28370 |      3.753264e-07      |      3.275617e+03      |
| 0.28380 |      3.753149e-07      |      3.276711e+03      |
| 0.28390 |      3.753033e-07      |      3.277805e+03      |
| 0.28400 |      3.752917e-07      |      3.278900e+03      |
| 0.28410 |      3.752801e-07      |      3.279994e+03      |
| 0.28420 |      3.752685e-07      |      3.281088e+03      |
| 0.28430 |      3.752569e-07      |      3.282182e+03      |
| 0.28440 |      3.752453e-07      |      3.283275e+03      |
| 0.28450 |      3.752338e-07      |      3.284369e+03      |
| 0.28460 |      3.752222e-07      |      3.285462e+03      |
| 0.28470 |      3.752105e-07      |      3.286556e+03      |
| 0.28480 |      3.751989e-07      |      3.287649e+03      |
| 0.28490 |      3.751873e-07      |      3.288742e+03      |
| 0.28500 |      3.751757e-07      |      3.289835e+03      |
| 0.28510 |      3.751641e-07      |      3.290928e+03      |
| 0.28520 |      3.751525e-07      |      3.292021e+03      |
| 0.28530 |      3.751409e-07      |      3.293114e+03      |
| 0.28540 |      3.751292e-07      |      3.294207e+03      |
| 0.28550 |      3.751176e-07      |      3.295299e+03      |
| 0.28560 |      3.751060e-07      |      3.296392e+03      |
| 0.28570 |      3.750943e-07      |      3.297484e+03      |
| 0.28580 |      3.750827e-07      |      3.298576e+03      |
| 0.28590 |      3.750710e-07      |      3.299668e+03      |
| 0.28600 |      3.750594e-07      |      3.300760e+03      |
| 0.28610 |      3.750477e-07      |      3.301852e+03      |
| 0.28620 |      3.750361e-07      |      3.302944e+03      |
| 0.28630 |      3.750244e-07      |      3.304035e+03      |
| 0.28640 |      3.750127e-07      |      3.305127e+03      |
| 0.28650 |      3.750011e-07      |      3.306218e+03      |
| 0.28660 |      3.749894e-07      |      3.307309e+03      |
| 0.28670 |      3.749777e-07      |      3.308401e+03      |
| 0.28680 |      3.749660e-07      |      3.309492e+03      |
| 0.28690 |      3.749544e-07      |      3.310583e+03      |
| 0.28700 |      3.749427e-07      |      3.311673e+03      |
| 0.28710 |      3.749310e-07      |      3.312764e+03      |
| 0.28720 |      3.749193e-07      |      3.313855e+03      |
| 0.28730 |      3.749076e-07      |      3.314945e+03      |
| 0.28740 |      3.748959e-07      |      3.316035e+03      |
| 0.28750 |      3.748842e-07      |      3.317126e+03      |
| 0.28760 |      3.748725e-07      |      3.318216e+03      |
| 0.28770 |      3.748608e-07      |      3.319306e+03      |
| 0.28780 |      3.748491e-07      |      3.320396e+03      |
| 0.28790 |      3.748373e-07      |      3.321485e+03      |
| 0.28800 |      3.748256e-07      |      3.322575e+03      |
| 0.28810 |      3.748139e-07      |      3.323665e+03      |
| 0.28820 |      3.748022e-07      |      3.324754e+03      |
| 0.28830 |      3.747904e-07      |      3.325843e+03      |
| 0.28840 |      3.747787e-07      |      3.326933e+03      |
| 0.28850 |      3.747670e-07      |      3.328022e+03      |
| 0.28860 |      3.747552e-07      |      3.329111e+03      |
| 0.28870 |      3.747435e-07      |      3.330200e+03      |
| 0.28880 |      3.747317e-07      |      3.331288e+03      |
| 0.28890 |      3.747200e-07      |      3.332377e+03      |
| 0.28900 |      3.747082e-07      |      3.333465e+03      |
| 0.28910 |      3.746964e-07      |      3.334554e+03      |
| 0.28920 |      3.746847e-07      |      3.335642e+03      |
| 0.28930 |      3.746729e-07      |      3.336730e+03      |
| 0.28940 |      3.746611e-07      |      3.337818e+03      |
| 0.28950 |      3.746494e-07      |      3.338906e+03      |
| 0.28960 |      3.746376e-07      |      3.339994e+03      |
| 0.28970 |      3.746258e-07      |      3.341082e+03      |
| 0.28980 |      3.746140e-07      |      3.342169e+03      |
| 0.28990 |      3.746022e-07      |      3.343257e+03      |
| 0.29000 |      3.745904e-07      |      3.344344e+03      |
| 0.29010 |      3.745786e-07      |      3.345431e+03      |
| 0.29020 |      3.745668e-07      |      3.346518e+03      |
| 0.29030 |      3.745550e-07      |      3.347605e+03      |
| 0.29040 |      3.745432e-07      |      3.348692e+03      |
| 0.29050 |      3.745314e-07      |      3.349779e+03      |
| 0.29060 |      3.745196e-07      |      3.350865e+03      |
| 0.29070 |      3.745078e-07      |      3.351952e+03      |
| 0.29080 |      3.744960e-07      |      3.353038e+03      |
| 0.29090 |      3.744841e-07      |      3.354124e+03      |
| 0.29100 |      3.744723e-07      |      3.355211e+03      |
| 0.29110 |      3.744605e-07      |      3.356297e+03      |
| 0.29120 |      3.744486e-07      |      3.357383e+03      |
| 0.29130 |      3.744368e-07      |      3.358468e+03      |
| 0.29140 |      3.744249e-07      |      3.359554e+03      |
| 0.29150 |      3.744131e-07      |      3.360639e+03      |
| 0.29160 |      3.744013e-07      |      3.361725e+03      |
| 0.29170 |      3.743894e-07      |      3.362810e+03      |
| 0.29180 |      3.743775e-07      |      3.363895e+03      |
| 0.29190 |      3.743657e-07      |      3.364980e+03      |
| 0.29200 |      3.743538e-07      |      3.366065e+03      |
| 0.29210 |      3.743419e-07      |      3.367150e+03      |
| 0.29220 |      3.743301e-07      |      3.368235e+03      |
| 0.29230 |      3.743182e-07      |      3.369319e+03      |
| 0.29240 |      3.743063e-07      |      3.370404e+03      |
| 0.29250 |      3.742944e-07      |      3.371488e+03      |
| 0.29260 |      3.742826e-07      |      3.372572e+03      |
| 0.29270 |      3.742707e-07      |      3.373657e+03      |
| 0.29280 |      3.742588e-07      |      3.374740e+03      |
| 0.29290 |      3.742469e-07      |      3.375824e+03      |
| 0.29300 |      3.742350e-07      |      3.376908e+03      |
| 0.29310 |      3.742231e-07      |      3.377992e+03      |
| 0.29320 |      3.742112e-07      |      3.379075e+03      |
| 0.29330 |      3.741993e-07      |      3.380159e+03      |
| 0.29340 |      3.741873e-07      |      3.381242e+03      |
| 0.29350 |      3.741754e-07      |      3.382325e+03      |
| 0.29360 |      3.741635e-07      |      3.383408e+03      |
| 0.29370 |      3.741516e-07      |      3.384491e+03      |
| 0.29380 |      3.741397e-07      |      3.385573e+03      |
| 0.29390 |      3.741277e-07      |      3.386656e+03      |
| 0.29400 |      3.741158e-07      |      3.387739e+03      |
| 0.29410 |      3.741039e-07      |      3.388821e+03      |
| 0.29420 |      3.740919e-07      |      3.389903e+03      |
| 0.29430 |      3.740800e-07      |      3.390985e+03      |
| 0.29440 |      3.740680e-07      |      3.392067e+03      |
| 0.29450 |      3.740561e-07      |      3.393149e+03      |
| 0.29460 |      3.740441e-07      |      3.394231e+03      |
| 0.29470 |      3.740321e-07      |      3.395313e+03      |
| 0.29480 |      3.740202e-07      |      3.396394e+03      |
| 0.29490 |      3.740082e-07      |      3.397475e+03      |
| 0.29500 |      3.739962e-07      |      3.398557e+03      |
| 0.29510 |      3.739843e-07      |      3.399638e+03      |
| 0.29520 |      3.739723e-07      |      3.400719e+03      |
| 0.29530 |      3.739603e-07      |      3.401800e+03      |
| 0.29540 |      3.739483e-07      |      3.402881e+03      |
| 0.29550 |      3.739363e-07      |      3.403961e+03      |
| 0.29560 |      3.739244e-07      |      3.405042e+03      |
| 0.29570 |      3.739124e-07      |      3.406122e+03      |
