Максимальный шаг, при которых РК2 и РK4 совпадают h = 1.869159e-03          
Число узлов n = 535 при данном h
-------------------------------------------------------------
|    x    |        u(z) РК2        |        u(z) РК4        |
| 0.87103 |      3.073210e-07      |      3.073213e-07      |
| 0.87290 |      3.072776e-07      |      3.072779e-07      |
| 0.87477 |      3.072353e-07      |      3.072355e-07      |
| 0.87664 |      3.071940e-07      |      3.071942e-07      |
| 0.87850 |      3.071537e-07      |      3.071540e-07      |
| 0.88037 |      3.071144e-07      |      3.071147e-07      |
| 0.88224 |      3.070762e-07      |      3.070765e-07      |
| 0.88411 |      3.070389e-07      |      3.070392e-07      |
| 0.88598 |      3.070027e-07      |      3.070029e-07      |
| 0.88785 |      3.069673e-07      |      3.069676e-07      |
| 0.88972 |      3.069330e-07      |      3.069332e-07      |
| 0.89159 |      3.068995e-07      |      3.068998e-07      |
| 0.89346 |      3.068670e-07      |      3.068673e-07      |
| 0.89533 |      3.068354e-07      |      3.068357e-07      |
| 0.89720 |      3.068047e-07      |      3.068050e-07      |
| 0.89907 |      3.067749e-07      |      3.067752e-07      |
| 0.90093 |      3.067459e-07      |      3.067462e-07      |
| 0.90280 |      3.067178e-07      |      3.067181e-07      |
| 0.90467 |      3.066906e-07      |      3.066908e-07      |
| 0.90654 |      3.066642e-07      |      3.066644e-07      |
| 0.90841 |      3.066385e-07      |      3.066388e-07      |
| 0.91028 |      3.066137e-07      |      3.066140e-07      |
| 0.91215 |      3.065897e-07      |      3.065900e-07      |
| 0.91402 |      3.065664e-07      |      3.065667e-07      |
| 0.91589 |      3.065439e-07      |      3.065442e-07      |
| 0.91776 |      3.065222e-07      |      3.065224e-07      |
| 0.91963 |      3.065012e-07      |      3.065014e-07      |
| 0.92150 |      3.064809e-07      |      3.064811e-07      |
| 0.92336 |      3.064613e-07      |      3.064615e-07      |
| 0.92523 |      3.064424e-07      |      3.064426e-07      |
| 0.92710 |      3.064241e-07      |      3.064244e-07      |
| 0.92897 |      3.064066e-07      |      3.064068e-07      |
| 0.93084 |      3.063897e-07      |      3.063899e-07      |
| 0.93271 |      3.063734e-07      |      3.063736e-07      |
| 0.93458 |      3.063577e-07      |      3.063580e-07      |
| 0.93645 |      3.063427e-07      |      3.063429e-07      |
| 0.93832 |      3.063282e-07      |      3.063285e-07      |
| 0.94019 |      3.063144e-07      |      3.063146e-07      |
| 0.94206 |      3.063011e-07      |      3.063013e-07      |
| 0.94393 |      3.062883e-07      |      3.062886e-07      |
| 0.94579 |      3.062761e-07      |      3.062764e-07      |
| 0.94766 |      3.062645e-07      |      3.062647e-07      |
| 0.94953 |      3.062533e-07      |      3.062535e-07      |
| 0.95140 |      3.062426e-07      |      3.062429e-07      |
| 0.95327 |      3.062325e-07      |      3.062327e-07      |
| 0.95514 |      3.062228e-07      |      3.062230e-07      |
| 0.95701 |      3.062135e-07      |      3.062138e-07      |
| 0.95888 |      3.062047e-07      |      3.062050e-07      |
| 0.96075 |      3.061964e-07      |      3.061966e-07      |
| 0.96262 |      3.061885e-07      |      3.061887e-07      |
| 0.96449 |      3.061810e-07      |      3.061812e-07      |
| 0.96636 |      3.061738e-07      |      3.061741e-07      |
| 0.96822 |      3.061671e-07      |      3.061673e-07      |
| 0.97009 |      3.061607e-07      |      3.061610e-07      |
| 0.97196 |      3.061547e-07      |      3.061550e-07      |
| 0.97383 |      3.061491e-07      |      3.061493e-07      |
| 0.97570 |      3.061438e-07      |      3.061440e-07      |
| 0.97757 |      3.061388e-07      |      3.061390e-07      |
| 0.97944 |      3.061341e-07      |      3.061343e-07      |
| 0.98131 |      3.061297e-07      |      3.061299e-07      |
| 0.98318 |      3.061256e-07      |      3.061258e-07      |
| 0.98505 |      3.061218e-07      |      3.061220e-07      |
| 0.98692 |      3.061182e-07      |      3.061184e-07      |
| 0.98879 |      3.061149e-07      |      3.061151e-07      |
| 0.99065 |      3.061118e-07      |      3.061120e-07      |
| 0.99252 |      3.061090e-07      |      3.061092e-07      |
| 0.99439 |      3.061064e-07      |      3.061066e-07      |
| 0.99626 |      3.061039e-07      |      3.061042e-07      |
| 0.99813 |      3.061017e-07      |      3.061020e-07      |
| 1.00000 |      3.060997e-07      |      3.060999e-07      |
-------------------------------------------------------------
