Вариант коэфф-та k: k1
Число узлов n = 1001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
| 0.34900 |      3.555520e-07      |      3.981910e+03      |      3.960528e+03      |
| 0.35000 |      3.554140e-07      |      3.991897e+03      |      3.991902e+03      |
| 0.35100 |      3.552758e-07      |      4.001863e+03      |      3.980529e+03      |
| 0.35200 |      3.551372e-07      |      4.011808e+03      |      4.011814e+03      |
| 0.35300 |      3.549984e-07      |      4.021733e+03      |      4.000449e+03      |
| 0.35400 |      3.548593e-07      |      4.031637e+03      |      4.031643e+03      |
| 0.35500 |      3.547199e-07      |      4.041519e+03      |      4.020286e+03      |
| 0.35600 |      3.545802e-07      |      4.051381e+03      |      4.051387e+03      |
| 0.35700 |      3.544403e-07      |      4.061221e+03      |      4.040038e+03      |
| 0.35800 |      3.543001e-07      |      4.071039e+03      |      4.071045e+03      |
| 0.35900 |      3.541596e-07      |      4.080836e+03      |      4.059705e+03      |
| 0.36000 |      3.540188e-07      |      4.090611e+03      |      4.090617e+03      |
| 0.36100 |      3.538777e-07      |      4.100363e+03      |      4.079286e+03      |
| 0.36200 |      3.537364e-07      |      4.110094e+03      |      4.110100e+03      |
| 0.36300 |      3.535948e-07      |      4.119802e+03      |      4.098778e+03      |
| 0.36400 |      3.534530e-07      |      4.129487e+03      |      4.129494e+03      |
| 0.36500 |      3.533108e-07      |      4.139150e+03      |      4.118180e+03      |
| 0.36600 |      3.531685e-07      |      4.148790e+03      |      4.148796e+03      |
| 0.36700 |      3.530258e-07      |      4.158407e+03      |      4.137492e+03      |
| 0.36800 |      3.528829e-07      |      4.168000e+03      |      4.168007e+03      |
| 0.36900 |      3.527397e-07      |      4.177570e+03      |      4.156711e+03      |
| 0.37000 |      3.525963e-07      |      4.187116e+03      |      4.187123e+03      |
| 0.37100 |      3.524526e-07      |      4.196639e+03      |      4.175837e+03      |
| 0.37200 |      3.523087e-07      |      4.206138e+03      |      4.206144e+03      |
| 0.37300 |      3.521645e-07      |      4.215612e+03      |      4.194868e+03      |
| 0.37400 |      3.520201e-07      |      4.225062e+03      |      4.225069e+03      |
| 0.37500 |      3.518754e-07      |      4.234488e+03      |      4.213802e+03      |
| 0.37600 |      3.517304e-07      |      4.243889e+03      |      4.243896e+03      |
| 0.37700 |      3.515853e-07      |      4.253266e+03      |      4.232639e+03      |
| 0.37800 |      3.514398e-07      |      4.262617e+03      |      4.262624e+03      |
| 0.37900 |      3.512942e-07      |      4.271943e+03      |      4.251377e+03      |
| 0.38000 |      3.511483e-07      |      4.281244e+03      |      4.281251e+03      |
| 0.38100 |      3.510021e-07      |      4.290519e+03      |      4.270014e+03      |
| 0.38200 |      3.508557e-07      |      4.299769e+03      |      4.299776e+03      |
| 0.38300 |      3.507091e-07      |      4.308992e+03      |      4.288549e+03      |
| 0.38400 |      3.505623e-07      |      4.318190e+03      |      4.318198e+03      |
| 0.38500 |      3.504152e-07      |      4.327362e+03      |      4.306981e+03      |
| 0.38600 |      3.502679e-07      |      4.336507e+03      |      4.336514e+03      |
| 0.38700 |      3.501203e-07      |      4.345625e+03      |      4.325309e+03      |
| 0.38800 |      3.499726e-07      |      4.354717e+03      |      4.354724e+03      |
| 0.38900 |      3.498246e-07      |      4.363782e+03      |      4.343530e+03      |
| 0.39000 |      3.496763e-07      |      4.372819e+03      |      4.372827e+03      |
| 0.39100 |      3.495279e-07      |      4.381830e+03      |      4.361643e+03      |
| 0.39200 |      3.493793e-07      |      4.390813e+03      |      4.390820e+03      |
| 0.39300 |      3.492304e-07      |      4.399768e+03      |      4.379648e+03      |
| 0.39400 |      3.490813e-07      |      4.408695e+03      |      4.408703e+03      |
| 0.39500 |      3.489320e-07      |      4.417595e+03      |      4.397542e+03      |
| 0.39600 |      3.487825e-07      |      4.426466e+03      |      4.426474e+03      |
| 0.39700 |      3.486328e-07      |      4.435309e+03      |      4.415324e+03      |
| 0.39800 |      3.484829e-07      |      4.444123e+03      |      4.444131e+03      |
| 0.39900 |      3.483328e-07      |      4.452909e+03      |      4.432993e+03      |
| 0.40000 |      3.481824e-07      |      4.461666e+03      |      4.461674e+03      |
| 0.40100 |      3.480319e-07      |      4.470393e+03      |      4.450547e+03      |
| 0.40200 |      3.478812e-07      |      4.479091e+03      |      4.479100e+03      |
| 0.40300 |      3.477303e-07      |      4.487760e+03      |      4.467985e+03      |
| 0.40400 |      3.475792e-07      |      4.496399e+03      |      4.496408e+03      |
| 0.40500 |      3.474279e-07      |      4.505009e+03      |      4.485305e+03      |
| 0.40600 |      3.472764e-07      |      4.513588e+03      |      4.513597e+03      |
| 0.40700 |      3.471247e-07      |      4.522137e+03      |      4.502507e+03      |
| 0.40800 |      3.469728e-07      |      4.530656e+03      |      4.530665e+03      |
| 0.40900 |      3.468208e-07      |      4.539144e+03      |      4.519587e+03      |
| 0.41000 |      3.466685e-07      |      4.547602e+03      |      4.547610e+03      |
| 0.41100 |      3.465161e-07      |      4.556028e+03      |      4.536546e+03      |
| 0.41200 |      3.463635e-07      |      4.564424e+03      |      4.564433e+03      |
| 0.41300 |      3.462107e-07      |      4.572788e+03      |      4.553381e+03      |
| 0.41400 |      3.460578e-07      |      4.581121e+03      |      4.581130e+03      |
| 0.41500 |      3.459047e-07      |      4.589422e+03      |      4.570091e+03      |
| 0.41600 |      3.457514e-07      |      4.597691e+03      |      4.597700e+03      |
| 0.41700 |      3.455980e-07      |      4.605928e+03      |      4.586674e+03      |
| 0.41800 |      3.454443e-07      |      4.614133e+03      |      4.614142e+03      |
| 0.41900 |      3.452906e-07      |      4.622306e+03      |      4.603130e+03      |
| 0.42000 |      3.451366e-07      |      4.630446e+03      |      4.630455e+03      |
| 0.42100 |      3.449825e-07      |      4.638553e+03      |      4.619456e+03      |
| 0.42200 |      3.448283e-07      |      4.646627e+03      |      4.646637e+03      |
| 0.42300 |      3.446739e-07      |      4.654669e+03      |      4.635652e+03      |
| 0.42400 |      3.445193e-07      |      4.662677e+03      |      4.662686e+03      |
| 0.42500 |      3.443646e-07      |      4.670651e+03      |      4.651715e+03      |
| 0.42600 |      3.442098e-07      |      4.678592e+03      |      4.678601e+03      |
| 0.42700 |      3.440548e-07      |      4.686499e+03      |      4.667644e+03      |
| 0.42800 |      3.438996e-07      |      4.694371e+03      |      4.694381e+03      |
| 0.42900 |      3.437444e-07      |      4.702210e+03      |      4.683438e+03      |
| 0.43000 |      3.435890e-07      |      4.710014e+03      |      4.710024e+03      |
| 0.43100 |      3.434334e-07      |      4.717784e+03      |      4.699096e+03      |
| 0.43200 |      3.432777e-07      |      4.725519e+03      |      4.725529e+03      |
| 0.43300 |      3.431219e-07      |      4.733219e+03      |      4.714615e+03      |
| 0.43400 |      3.429660e-07      |      4.740884e+03      |      4.740893e+03      |
| 0.43500 |      3.428099e-07      |      4.748513e+03      |      4.729995e+03      |
| 0.43600 |      3.426537e-07      |      4.756107e+03      |      4.756117e+03      |
| 0.43700 |      3.424974e-07      |      4.763665e+03      |      4.745233e+03      |
| 0.43800 |      3.423410e-07      |      4.771188e+03      |      4.771198e+03      |
| 0.43900 |      3.421845e-07      |      4.778674e+03      |      4.760329e+03      |
| 0.44000 |      3.420278e-07      |      4.786124e+03      |      4.786134e+03      |
| 0.44100 |      3.418710e-07      |      4.793538e+03      |      4.775281e+03      |
| 0.44200 |      3.417142e-07      |      4.800915e+03      |      4.800925e+03      |
| 0.44300 |      3.415572e-07      |      4.808256e+03      |      4.790088e+03      |
| 0.44400 |      3.414001e-07      |      4.815559e+03      |      4.815569e+03      |
| 0.44500 |      3.412429e-07      |      4.822825e+03      |      4.804748e+03      |
| 0.44600 |      3.410856e-07      |      4.830054e+03      |      4.830065e+03      |
| 0.44700 |      3.409282e-07      |      4.837246e+03      |      4.819259e+03      |
| 0.44800 |      3.407707e-07      |      4.844400e+03      |      4.844410e+03      |
| 0.44900 |      3.406132e-07      |      4.851516e+03      |      4.833621e+03      |
| 0.45000 |      3.404555e-07      |      4.858594e+03      |      4.858604e+03      |
| 0.45100 |      3.402978e-07      |      4.865633e+03      |      4.847831e+03      |
| 0.45200 |      3.401399e-07      |      4.872635e+03      |      4.872645e+03      |
| 0.45300 |      3.399820e-07      |      4.879598e+03      |      4.861889e+03      |
| 0.45400 |      3.398240e-07      |      4.886522e+03      |      4.886533e+03      |
| 0.45500 |      3.396660e-07      |      4.893407e+03      |      4.875793e+03      |
| 0.45600 |      3.395078e-07      |      4.900253e+03      |      4.900264e+03      |
| 0.45700 |      3.393496e-07      |      4.907060e+03      |      4.889541e+03      |
| 0.45800 |      3.391914e-07      |      4.913827e+03      |      4.913838e+03      |
| 0.45900 |      3.390330e-07      |      4.920555e+03      |      4.903133e+03      |
| 0.46000 |      3.388746e-07      |      4.927243e+03      |      4.927254e+03      |
| 0.46100 |      3.387161e-07      |      4.933891e+03      |      4.916566e+03      |
| 0.46200 |      3.385576e-07      |      4.940499e+03      |      4.940510e+03      |
| 0.46300 |      3.383990e-07      |      4.947067e+03      |      4.929840e+03      |
| 0.46400 |      3.382404e-07      |      4.953594e+03      |      4.953605e+03      |
| 0.46500 |      3.380817e-07      |      4.960081e+03      |      4.942952e+03      |
| 0.46600 |      3.379230e-07      |      4.966526e+03      |      4.966538e+03      |
| 0.46700 |      3.377642e-07      |      4.972931e+03      |      4.955903e+03      |
| 0.46800 |      3.376054e-07      |      4.979295e+03      |      4.979306e+03      |
| 0.46900 |      3.374465e-07      |      4.985617e+03      |      4.968689e+03      |
| 0.47000 |      3.372876e-07      |      4.991898e+03      |      4.991909e+03      |
| 0.47100 |      3.371287e-07      |      4.998137e+03      |      4.981311e+03      |
| 0.47200 |      3.369697e-07      |      5.004334e+03      |      5.004346e+03      |
| 0.47300 |      3.368107e-07      |      5.010489e+03      |      4.993766e+03      |
| 0.47400 |      3.366517e-07      |      5.016603e+03      |      5.016614e+03      |
| 0.47500 |      3.364926e-07      |      5.022673e+03      |      5.006053e+03      |
| 0.47600 |      3.363336e-07      |      5.028702e+03      |      5.028713e+03      |
| 0.47700 |      3.361745e-07      |      5.034687e+03      |      5.018171e+03      |
| 0.47800 |      3.360154e-07      |      5.040630e+03      |      5.040642e+03      |
| 0.47900 |      3.358563e-07      |      5.046530e+03      |      5.030119e+03      |
| 0.48000 |      3.356972e-07      |      5.052387e+03      |      5.052399e+03      |
| 0.48100 |      3.355380e-07      |      5.058201e+03      |      5.041895e+03      |
| 0.48200 |      3.353789e-07      |      5.063971e+03      |      5.063983e+03      |
| 0.48300 |      3.352198e-07      |      5.069697e+03      |      5.053498e+03      |
| 0.48400 |      3.350606e-07      |      5.075380e+03      |      5.075392e+03      |
| 0.48500 |      3.349015e-07      |      5.081019e+03      |      5.064927e+03      |
| 0.48600 |      3.347424e-07      |      5.086613e+03      |      5.086625e+03      |
| 0.48700 |      3.345833e-07      |      5.092164e+03      |      5.076181e+03      |
| 0.48800 |      3.344242e-07      |      5.097670e+03      |      5.097682e+03      |
| 0.48900 |      3.342651e-07      |      5.103131e+03      |      5.087257e+03      |
| 0.49000 |      3.341060e-07      |      5.108548e+03      |      5.108561e+03      |
| 0.49100 |      3.339469e-07      |      5.113920e+03      |      5.098156e+03      |
| 0.49200 |      3.337879e-07      |      5.119247e+03      |      5.119260e+03      |
| 0.49300 |      3.336289e-07      |      5.124529e+03      |      5.108876e+03      |
| 0.49400 |      3.334699e-07      |      5.129766e+03      |      5.129778e+03      |
| 0.49500 |      3.333110e-07      |      5.134957e+03      |      5.119415e+03      |
| 0.49600 |      3.331521e-07      |      5.140103e+03      |      5.140115e+03      |
| 0.49700 |      3.329932e-07      |      5.145203e+03      |      5.129773e+03      |
| 0.49800 |      3.328344e-07      |      5.150257e+03      |      5.150270e+03      |
| 0.49900 |      3.326756e-07      |      5.155265e+03      |      5.139948e+03      |
| 0.50000 |      3.325169e-07      |      5.160227e+03      |      5.160240e+03      |
| 0.50100 |      3.323582e-07      |      5.165143e+03      |      5.149940e+03      |
| 0.50200 |      3.321995e-07      |      5.170012e+03      |      5.170025e+03      |
| 0.50300 |      3.320409e-07      |      5.174835e+03      |      5.159746e+03      |
| 0.50400 |      3.318824e-07      |      5.179610e+03      |      5.179623e+03      |
| 0.50500 |      3.317239e-07      |      5.184340e+03      |      5.169367e+03      |
| 0.50600 |      3.315655e-07      |      5.189022e+03      |      5.189035e+03      |
| 0.50700 |      3.314072e-07      |      5.193657e+03      |      5.178800e+03      |
| 0.50800 |      3.312489e-07      |      5.198245e+03      |      5.198258e+03      |
| 0.50900 |      3.310907e-07      |      5.202785e+03      |      5.188045e+03      |
| 0.51000 |      3.309326e-07      |      5.207279e+03      |      5.207292e+03      |
| 0.51100 |      3.307745e-07      |      5.211724e+03      |      5.197101e+03      |
| 0.51200 |      3.306166e-07      |      5.216122e+03      |      5.216135e+03      |
| 0.51300 |      3.304587e-07      |      5.220472e+03      |      5.205967e+03      |
| 0.51400 |      3.303009e-07      |      5.224773e+03      |      5.224787e+03      |
| 0.51500 |      3.301432e-07      |      5.229027e+03      |      5.214641e+03      |
| 0.51600 |      3.299855e-07      |      5.233233e+03      |      5.233246e+03      |
| 0.51700 |      3.298280e-07      |      5.237390e+03      |      5.223124e+03      |
| 0.51800 |      3.296706e-07      |      5.241499e+03      |      5.241512e+03      |
| 0.51900 |      3.295133e-07      |      5.245559e+03      |      5.231413e+03      |
| 0.52000 |      3.293560e-07      |      5.249571e+03      |      5.249584e+03      |
| 0.52100 |      3.291989e-07      |      5.253533e+03      |      5.239508e+03      |
| 0.52200 |      3.290419e-07      |      5.257447e+03      |      5.257461e+03      |
| 0.52300 |      3.288850e-07      |      5.261312e+03      |      5.247408e+03      |
| 0.52400 |      3.287282e-07      |      5.265128e+03      |      5.265141e+03      |
| 0.52500 |      3.285716e-07      |      5.268894e+03      |      5.255112e+03      |
| 0.52600 |      3.284150e-07      |      5.272611e+03      |      5.272625e+03      |
| 0.52700 |      3.282586e-07      |      5.276279e+03      |      5.262620e+03      |
| 0.52800 |      3.281023e-07      |      5.279897e+03      |      5.279911e+03      |
| 0.52900 |      3.279461e-07      |      5.283466e+03      |      5.269930e+03      |
| 0.53000 |      3.277901e-07      |      5.286984e+03      |      5.286998e+03      |
| 0.53100 |      3.276342e-07      |      5.290453e+03      |      5.277041e+03      |
| 0.53200 |      3.274784e-07      |      5.293872e+03      |      5.293886e+03      |
| 0.53300 |      3.273228e-07      |      5.297241e+03      |      5.283954e+03      |
| 0.53400 |      3.271673e-07      |      5.300560e+03      |      5.300574e+03      |
| 0.53500 |      3.270120e-07      |      5.303829e+03      |      5.290666e+03      |
| 0.53600 |      3.268568e-07      |      5.307047e+03      |      5.307061e+03      |
| 0.53700 |      3.267018e-07      |      5.310215e+03      |      5.297178e+03      |
| 0.53800 |      3.265469e-07      |      5.313333e+03      |      5.313346e+03      |
| 0.53900 |      3.263922e-07      |      5.316400e+03      |      5.303489e+03      |
| 0.54000 |      3.262376e-07      |      5.319416e+03      |      5.319430e+03      |
| 0.54100 |      3.260832e-07      |      5.322382e+03      |      5.309597e+03      |
| 0.54200 |      3.259290e-07      |      5.325297e+03      |      5.325310e+03      |
| 0.54300 |      3.257749e-07      |      5.328161e+03      |      5.315503e+03      |
| 0.54400 |      3.256210e-07      |      5.330974e+03      |      5.330988e+03      |
| 0.54500 |      3.254673e-07      |      5.333736e+03      |      5.321206e+03      |
| 0.54600 |      3.253138e-07      |      5.336447e+03      |      5.336461e+03      |
| 0.54700 |      3.251605e-07      |      5.339107e+03      |      5.326705e+03      |
| 0.54800 |      3.250073e-07      |      5.341716e+03      |      5.341730e+03      |
| 0.54900 |      3.248543e-07      |      5.344273e+03      |      5.332000e+03      |
| 0.55000 |      3.247015e-07      |      5.346780e+03      |      5.346793e+03      |
| 0.55100 |      3.245489e-07      |      5.349234e+03      |      5.337090e+03      |
| 0.55200 |      3.243965e-07      |      5.351638e+03      |      5.351652e+03      |
| 0.55300 |      3.242443e-07      |      5.353990e+03      |      5.341974e+03      |
| 0.55400 |      3.240923e-07      |      5.356290e+03      |      5.356304e+03      |
| 0.55500 |      3.239405e-07      |      5.358539e+03      |      5.346653e+03      |
| 0.55600 |      3.237889e-07      |      5.360736e+03      |      5.360750e+03      |
| 0.55700 |      3.236375e-07      |      5.362881e+03      |      5.351125e+03      |
| 0.55800 |      3.234863e-07      |      5.364975e+03      |      5.364989e+03      |
| 0.55900 |      3.233354e-07      |      5.367017e+03      |      5.355391e+03      |
| 0.56000 |      3.231846e-07      |      5.369007e+03      |      5.369021e+03      |
| 0.56100 |      3.230341e-07      |      5.370945e+03      |      5.359450e+03      |
| 0.56200 |      3.228838e-07      |      5.372832e+03      |      5.372846e+03      |
| 0.56300 |      3.227337e-07      |      5.374666e+03      |      5.363302e+03      |
| 0.56400 |      3.225839e-07      |      5.376449e+03      |      5.376463e+03      |
| 0.56500 |      3.224343e-07      |      5.378179e+03      |      5.366947e+03      |
| 0.56600 |      3.222849e-07      |      5.379858e+03      |      5.379872e+03      |
| 0.56700 |      3.221358e-07      |      5.381484e+03      |      5.370383e+03      |
| 0.56800 |      3.219869e-07      |      5.383059e+03      |      5.383073e+03      |
| 0.56900 |      3.218382e-07      |      5.384581e+03      |      5.373612e+03      |
| 0.57000 |      3.216898e-07      |      5.386051e+03      |      5.386065e+03      |
| 0.57100 |      3.215416e-07      |      5.387470e+03      |      5.376633e+03      |
| 0.57200 |      3.213937e-07      |      5.388836e+03      |      5.388849e+03      |
| 0.57300 |      3.212461e-07      |      5.390150e+03      |      5.379445e+03      |
| 0.57400 |      3.210987e-07      |      5.391411e+03      |      5.391425e+03      |
| 0.57500 |      3.209515e-07      |      5.392621e+03      |      5.382049e+03      |
| 0.57600 |      3.208046e-07      |      5.393779e+03      |      5.393792e+03      |
| 0.57700 |      3.206580e-07      |      5.394884e+03      |      5.384444e+03      |
| 0.57800 |      3.205117e-07      |      5.395937e+03      |      5.395951e+03      |
| 0.57900 |      3.203656e-07      |      5.396938e+03      |      5.386632e+03      |
| 0.58000 |      3.202198e-07      |      5.397887e+03      |      5.397901e+03      |
| 0.58100 |      3.200743e-07      |      5.398784e+03      |      5.388610e+03      |
| 0.58200 |      3.199290e-07      |      5.399629e+03      |      5.399643e+03      |
| 0.58300 |      3.197840e-07      |      5.400422e+03      |      5.390381e+03      |
| 0.58400 |      3.196393e-07      |      5.401162e+03      |      5.401176e+03      |
| 0.58500 |      3.194949e-07      |      5.401851e+03      |      5.391943e+03      |
| 0.58600 |      3.193508e-07      |      5.402487e+03      |      5.402501e+03      |
| 0.58700 |      3.192070e-07      |      5.403072e+03      |      5.393297e+03      |
| 0.58800 |      3.190635e-07      |      5.403604e+03      |      5.403618e+03      |
| 0.58900 |      3.189202e-07      |      5.404085e+03      |      5.394444e+03      |
| 0.59000 |      3.187773e-07      |      5.404513e+03      |      5.404527e+03      |
| 0.59100 |      3.186346e-07      |      5.404890e+03      |      5.395382e+03      |
| 0.59200 |      3.184923e-07      |      5.405215e+03      |      5.405229e+03      |
| 0.59300 |      3.183503e-07      |      5.405488e+03      |      5.396114e+03      |
| 0.59400 |      3.182086e-07      |      5.405709e+03      |      5.405723e+03      |
| 0.59500 |      3.180672e-07      |      5.405879e+03      |      5.396638e+03      |
| 0.59600 |      3.179261e-07      |      5.405997e+03      |      5.406010e+03      |
| 0.59700 |      3.177853e-07      |      5.406063e+03      |      5.396955e+03      |
| 0.59800 |      3.176448e-07      |      5.406078e+03      |      5.406091e+03      |
| 0.59900 |      3.175047e-07      |      5.406041e+03      |      5.397066e+03      |
| 0.60000 |      3.173649e-07      |      5.405953e+03      |      5.405966e+03      |
| 0.60100 |      3.172254e-07      |      5.405813e+03      |      5.396971e+03      |
| 0.60200 |      3.170862e-07      |      5.405622e+03      |      5.405636e+03      |
| 0.60300 |      3.169474e-07      |      5.405380e+03      |      5.396671e+03      |
| 0.60400 |      3.168089e-07      |      5.405086e+03      |      5.405100e+03      |
| 0.60500 |      3.166707e-07      |      5.404742e+03      |      5.396166e+03      |
| 0.60600 |      3.165329e-07      |      5.404346e+03      |      5.404359e+03      |
| 0.60700 |      3.163954e-07      |      5.403900e+03      |      5.395456e+03      |
| 0.60800 |      3.162583e-07      |      5.403402e+03      |      5.403415e+03      |
| 0.60900 |      3.161215e-07      |      5.402854e+03      |      5.394543e+03      |
| 0.61000 |      3.159851e-07      |      5.402255e+03      |      5.402268e+03      |
| 0.61100 |      3.158490e-07      |      5.401605e+03      |      5.393426e+03      |
| 0.61200 |      3.157132e-07      |      5.400905e+03      |      5.400918e+03      |
| 0.61300 |      3.155778e-07      |      5.400154e+03      |      5.392107e+03      |
| 0.61400 |      3.154428e-07      |      5.399353e+03      |      5.399366e+03      |
| 0.61500 |      3.153081e-07      |      5.398502e+03      |      5.390586e+03      |
| 0.61600 |      3.151738e-07      |      5.397600e+03      |      5.397613e+03      |
| 0.61700 |      3.150398e-07      |      5.396649e+03      |      5.388865e+03      |
| 0.61800 |      3.149063e-07      |      5.395647e+03      |      5.395660e+03      |
| 0.61900 |      3.147730e-07      |      5.394596e+03      |      5.386943e+03      |
| 0.62000 |      3.146402e-07      |      5.393495e+03      |      5.393508e+03      |
| 0.62100 |      3.145077e-07      |      5.392345e+03      |      5.384822e+03      |
| 0.62200 |      3.143756e-07      |      5.391144e+03      |      5.391157e+03      |
| 0.62300 |      3.142439e-07      |      5.389895e+03      |      5.382503e+03      |
| 0.62400 |      3.141125e-07      |      5.388596e+03      |      5.388609e+03      |
| 0.62500 |      3.139816e-07      |      5.387249e+03      |      5.379987e+03      |
| 0.62600 |      3.138510e-07      |      5.385852e+03      |      5.385864e+03      |
| 0.62700 |      3.137208e-07      |      5.384406e+03      |      5.377274e+03      |
| 0.62800 |      3.135910e-07      |      5.382912e+03      |      5.382924e+03      |
| 0.62900 |      3.134615e-07      |      5.381369e+03      |      5.374366e+03      |
| 0.63000 |      3.133325e-07      |      5.379778e+03      |      5.379790e+03      |
| 0.63100 |      3.132039e-07      |      5.378138e+03      |      5.371264e+03      |
| 0.63200 |      3.130756e-07      |      5.376450e+03      |      5.376462e+03      |
| 0.63300 |      3.129478e-07      |      5.374715e+03      |      5.367968e+03      |
| 0.63400 |      3.128203e-07      |      5.372931e+03      |      5.372943e+03      |
| 0.63500 |      3.126933e-07      |      5.371100e+03      |      5.364481e+03      |
| 0.63600 |      3.125666e-07      |      5.369221e+03      |      5.369232e+03      |
| 0.63700 |      3.124404e-07      |      5.367295e+03      |      5.360804e+03      |
| 0.63800 |      3.123145e-07      |      5.365321e+03      |      5.365333e+03      |
| 0.63900 |      3.121891e-07      |      5.363301e+03      |      5.356936e+03      |
| 0.64000 |      3.120641e-07      |      5.361234e+03      |      5.361245e+03      |
| 0.64100 |      3.119394e-07      |      5.359120e+03      |      5.352881e+03      |
| 0.64200 |      3.118152e-07      |      5.356960e+03      |      5.356971e+03      |
| 0.64300 |      3.116915e-07      |      5.354753e+03      |      5.348639e+03      |
| 0.64400 |      3.115681e-07      |      5.352500e+03      |      5.352511e+03      |
| 0.64500 |      3.114451e-07      |      5.350201e+03      |      5.344212e+03      |
| 0.64600 |      3.113226e-07      |      5.347856e+03      |      5.347867e+03      |
| 0.64700 |      3.112005e-07      |      5.345466e+03      |      5.339601e+03      |
| 0.64800 |      3.110788e-07      |      5.343030e+03      |      5.343041e+03      |
| 0.64900 |      3.109576e-07      |      5.340549e+03      |      5.334808e+03      |
| 0.65000 |      3.108367e-07      |      5.338024e+03      |      5.338034e+03      |
| 0.65100 |      3.107163e-07      |      5.335453e+03      |      5.329834e+03      |
| 0.65200 |      3.105964e-07      |      5.332837e+03      |      5.332848e+03      |
| 0.65300 |      3.104768e-07      |      5.330178e+03      |      5.324681e+03      |
| 0.65400 |      3.103577e-07      |      5.327474e+03      |      5.327484e+03      |
| 0.65500 |      3.102391e-07      |      5.324726e+03      |      5.319350e+03      |
| 0.65600 |      3.101208e-07      |      5.321934e+03      |      5.321944e+03      |
| 0.65700 |      3.100030e-07      |      5.319099e+03      |      5.313844e+03      |
| 0.65800 |      3.098857e-07      |      5.316220e+03      |      5.316230e+03      |
| 0.65900 |      3.097687e-07      |      5.313299e+03      |      5.308163e+03      |
| 0.66000 |      3.096523e-07      |      5.310334e+03      |      5.310344e+03      |
| 0.66100 |      3.095362e-07      |      5.307327e+03      |      5.302310e+03      |
| 0.66200 |      3.094207e-07      |      5.304277e+03      |      5.304286e+03      |
| 0.66300 |      3.093055e-07      |      5.301185e+03      |      5.296286e+03      |
| 0.66400 |      3.091908e-07      |      5.298051e+03      |      5.298060e+03      |
| 0.66500 |      3.090766e-07      |      5.294876e+03      |      5.290093e+03      |
| 0.66600 |      3.089628e-07      |      5.291659e+03      |      5.291667e+03      |
| 0.66700 |      3.088494e-07      |      5.288400e+03      |      5.283734e+03      |
| 0.66800 |      3.087366e-07      |      5.285101e+03      |      5.285109e+03      |
| 0.66900 |      3.086241e-07      |      5.281761e+03      |      5.277209e+03      |
| 0.67000 |      3.085121e-07      |      5.278380e+03      |      5.278388e+03      |
| 0.67100 |      3.084006e-07      |      5.274959e+03      |      5.270522e+03      |
| 0.67200 |      3.082896e-07      |      5.271498e+03      |      5.271506e+03      |
| 0.67300 |      3.081790e-07      |      5.267997e+03      |      5.263674e+03      |
| 0.67400 |      3.080688e-07      |      5.264457e+03      |      5.264465e+03      |
| 0.67500 |      3.079591e-07      |      5.260878e+03      |      5.256666e+03      |
| 0.67600 |      3.078499e-07      |      5.257260e+03      |      5.257267e+03      |
| 0.67700 |      3.077411e-07      |      5.253603e+03      |      5.249502e+03      |
| 0.67800 |      3.076329e-07      |      5.249907e+03      |      5.249915e+03      |
| 0.67900 |      3.075250e-07      |      5.246173e+03      |      5.242183e+03      |
| 0.68000 |      3.074177e-07      |      5.242402e+03      |      5.242409e+03      |
| 0.68100 |      3.073108e-07      |      5.238593e+03      |      5.234711e+03      |
| 0.68200 |      3.072043e-07      |      5.234746e+03      |      5.234753e+03      |
| 0.68300 |      3.070984e-07      |      5.230863e+03      |      5.227089e+03      |
| 0.68400 |      3.069929e-07      |      5.226943e+03      |      5.226949e+03      |
| 0.68500 |      3.068879e-07      |      5.222986e+03      |      5.219319e+03      |
| 0.68600 |      3.067834e-07      |      5.218993e+03      |      5.218999e+03      |
| 0.68700 |      3.066793e-07      |      5.214964e+03      |      5.211403e+03      |
| 0.68800 |      3.065757e-07      |      5.210900e+03      |      5.210906e+03      |
| 0.68900 |      3.064726e-07      |      5.206800e+03      |      5.203343e+03      |
| 0.69000 |      3.063699e-07      |      5.202665e+03      |      5.202671e+03      |
| 0.69100 |      3.062678e-07      |      5.198496e+03      |      5.195142e+03      |
| 0.69200 |      3.061661e-07      |      5.194292e+03      |      5.194297e+03      |
| 0.69300 |      3.060649e-07      |      5.190053e+03      |      5.186802e+03      |
| 0.69400 |      3.059641e-07      |      5.185782e+03      |      5.185787e+03      |
| 0.69500 |      3.058639e-07      |      5.181476e+03      |      5.178325e+03      |
| 0.69600 |      3.057641e-07      |      5.177138e+03      |      5.177143e+03      |
| 0.69700 |      3.056648e-07      |      5.172766e+03      |      5.169715e+03      |
| 0.69800 |      3.055660e-07      |      5.168362e+03      |      5.168367e+03      |
| 0.69900 |      3.054676e-07      |      5.163925e+03      |      5.160973e+03      |
| 0.70000 |      3.053698e-07      |      5.159457e+03      |      5.159461e+03      |
| 0.70100 |      3.052724e-07      |      5.154957e+03      |      5.152101e+03      |
| 0.70200 |      3.051755e-07      |      5.150426e+03      |      5.150430e+03      |
| 0.70300 |      3.050791e-07      |      5.145863e+03      |      5.143103e+03      |
| 0.70400 |      3.049832e-07      |      5.141270e+03      |      5.141274e+03      |
| 0.70500 |      3.048878e-07      |      5.136647e+03      |      5.133981e+03      |
