Вариант коэфф-та k: k1
Число узлов n = 1001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
| 0.70600 |      3.047928e-07      |      5.131993e+03      |      5.131997e+03      |
| 0.70700 |      3.046984e-07      |      5.127310e+03      |      5.124738e+03      |
| 0.70800 |      3.046044e-07      |      5.122598e+03      |      5.122601e+03      |
| 0.70900 |      3.045109e-07      |      5.117856e+03      |      5.115376e+03      |
| 0.71000 |      3.044179e-07      |      5.113086e+03      |      5.113088e+03      |
| 0.71100 |      3.043254e-07      |      5.108287e+03      |      5.105897e+03      |
| 0.71200 |      3.042333e-07      |      5.103460e+03      |      5.103463e+03      |
| 0.71300 |      3.041418e-07      |      5.098606e+03      |      5.096305e+03      |
| 0.71400 |      3.040508e-07      |      5.093724e+03      |      5.093726e+03      |
| 0.71500 |      3.039602e-07      |      5.088815e+03      |      5.086602e+03      |
| 0.71600 |      3.038701e-07      |      5.083879e+03      |      5.083881e+03      |
| 0.71700 |      3.037805e-07      |      5.078917e+03      |      5.076790e+03      |
| 0.71800 |      3.036914e-07      |      5.073929e+03      |      5.073930e+03      |
| 0.71900 |      3.036028e-07      |      5.068915e+03      |      5.066873e+03      |
| 0.72000 |      3.035147e-07      |      5.063876e+03      |      5.063877e+03      |
| 0.72100 |      3.034270e-07      |      5.058812e+03      |      5.056854e+03      |
| 0.72200 |      3.033399e-07      |      5.053723e+03      |      5.053724e+03      |
| 0.72300 |      3.032532e-07      |      5.048610e+03      |      5.046734e+03      |
| 0.72400 |      3.031671e-07      |      5.043473e+03      |      5.043473e+03      |
| 0.72500 |      3.030814e-07      |      5.038313e+03      |      5.036517e+03      |
| 0.72600 |      3.029962e-07      |      5.033129e+03      |      5.033128e+03      |
| 0.72700 |      3.029115e-07      |      5.027922e+03      |      5.026205e+03      |
| 0.72800 |      3.028273e-07      |      5.022693e+03      |      5.022692e+03      |
| 0.72900 |      3.027435e-07      |      5.017441e+03      |      5.015802e+03      |
| 0.73000 |      3.026603e-07      |      5.012168e+03      |      5.012166e+03      |
| 0.73100 |      3.025776e-07      |      5.006873e+03      |      5.005310e+03      |
| 0.73200 |      3.024953e-07      |      5.001557e+03      |      5.001555e+03      |
| 0.73300 |      3.024135e-07      |      4.996220e+03      |      4.994732e+03      |
| 0.73400 |      3.023322e-07      |      4.990862e+03      |      4.990860e+03      |
| 0.73500 |      3.022515e-07      |      4.985485e+03      |      4.984070e+03      |
| 0.73600 |      3.021711e-07      |      4.980088e+03      |      4.980085e+03      |
| 0.73700 |      3.020913e-07      |      4.974671e+03      |      4.973328e+03      |
| 0.73800 |      3.020120e-07      |      4.969236e+03      |      4.969233e+03      |
| 0.73900 |      3.019331e-07      |      4.963781e+03      |      4.962508e+03      |
| 0.74000 |      3.018548e-07      |      4.958309e+03      |      4.958306e+03      |
| 0.74100 |      3.017769e-07      |      4.952819e+03      |      4.951614e+03      |
| 0.74200 |      3.016995e-07      |      4.947310e+03      |      4.947307e+03      |
| 0.74300 |      3.016226e-07      |      4.941785e+03      |      4.940648e+03      |
| 0.74400 |      3.015462e-07      |      4.936243e+03      |      4.936239e+03      |
| 0.74500 |      3.014703e-07      |      4.930684e+03      |      4.929613e+03      |
| 0.74600 |      3.013948e-07      |      4.925110e+03      |      4.925105e+03      |
| 0.74700 |      3.013199e-07      |      4.919519e+03      |      4.918512e+03      |
| 0.74800 |      3.012454e-07      |      4.913913e+03      |      4.913908e+03      |
| 0.74900 |      3.011714e-07      |      4.908292e+03      |      4.907347e+03      |
| 0.75000 |      3.010979e-07      |      4.902656e+03      |      4.902650e+03      |
| 0.75100 |      3.010248e-07      |      4.897006e+03      |      4.896122e+03      |
| 0.75200 |      3.009523e-07      |      4.891341e+03      |      4.891335e+03      |
| 0.75300 |      3.008802e-07      |      4.885663e+03      |      4.884839e+03      |
| 0.75400 |      3.008086e-07      |      4.879972e+03      |      4.879965e+03      |
| 0.75500 |      3.007375e-07      |      4.874268e+03      |      4.873502e+03      |
| 0.75600 |      3.006669e-07      |      4.868551e+03      |      4.868544e+03      |
| 0.75700 |      3.005967e-07      |      4.862822e+03      |      4.862112e+03      |
| 0.75800 |      3.005270e-07      |      4.857081e+03      |      4.857073e+03      |
| 0.75900 |      3.004578e-07      |      4.851329e+03      |      4.850674e+03      |
| 0.76000 |      3.003891e-07      |      4.845565e+03      |      4.845557e+03      |
| 0.76100 |      3.003208e-07      |      4.839791e+03      |      4.839189e+03      |
| 0.76200 |      3.002531e-07      |      4.834006e+03      |      4.833997e+03      |
| 0.76300 |      3.001857e-07      |      4.828211e+03      |      4.827661e+03      |
| 0.76400 |      3.001189e-07      |      4.822406e+03      |      4.822396e+03      |
| 0.76500 |      3.000526e-07      |      4.816592e+03      |      4.816092e+03      |
| 0.76600 |      2.999867e-07      |      4.810768e+03      |      4.810758e+03      |
| 0.76700 |      2.999213e-07      |      4.804936e+03      |      4.804486e+03      |
| 0.76800 |      2.998563e-07      |      4.799096e+03      |      4.799085e+03      |
| 0.76900 |      2.997918e-07      |      4.793247e+03      |      4.792844e+03      |
| 0.77000 |      2.997278e-07      |      4.787391e+03      |      4.787380e+03      |
| 0.77100 |      2.996643e-07      |      4.781527e+03      |      4.781170e+03      |
| 0.77200 |      2.996012e-07      |      4.775657e+03      |      4.775645e+03      |
| 0.77300 |      2.995386e-07      |      4.769779e+03      |      4.769467e+03      |
| 0.77400 |      2.994764e-07      |      4.763896e+03      |      4.763883e+03      |
| 0.77500 |      2.994147e-07      |      4.758006e+03      |      4.757736e+03      |
| 0.77600 |      2.993535e-07      |      4.752111e+03      |      4.752097e+03      |
| 0.77700 |      2.992928e-07      |      4.746210e+03      |      4.745982e+03      |
| 0.77800 |      2.992325e-07      |      4.740305e+03      |      4.740290e+03      |
| 0.77900 |      2.991726e-07      |      4.734394e+03      |      4.734205e+03      |
| 0.78000 |      2.991132e-07      |      4.728479e+03      |      4.728465e+03      |
| 0.78100 |      2.990543e-07      |      4.722561e+03      |      4.722410e+03      |
| 0.78200 |      2.989958e-07      |      4.716638e+03      |      4.716623e+03      |
| 0.78300 |      2.989378e-07      |      4.710713e+03      |      4.710599e+03      |
| 0.78400 |      2.988802e-07      |      4.704784e+03      |      4.704768e+03      |
| 0.78500 |      2.988231e-07      |      4.698852e+03      |      4.698774e+03      |
| 0.78600 |      2.987665e-07      |      4.692918e+03      |      4.692901e+03      |
| 0.78700 |      2.987103e-07      |      4.686982e+03      |      4.686938e+03      |
| 0.78800 |      2.986545e-07      |      4.681044e+03      |      4.681027e+03      |
| 0.78900 |      2.985992e-07      |      4.675105e+03      |      4.675094e+03      |
| 0.79000 |      2.985443e-07      |      4.669164e+03      |      4.669146e+03      |
| 0.79100 |      2.984899e-07      |      4.663223e+03      |      4.663243e+03      |
| 0.79200 |      2.984359e-07      |      4.657281e+03      |      4.657262e+03      |
| 0.79300 |      2.983824e-07      |      4.651339e+03      |      4.651389e+03      |
| 0.79400 |      2.983293e-07      |      4.645397e+03      |      4.645377e+03      |
| 0.79500 |      2.982766e-07      |      4.639455e+03      |      4.639534e+03      |
| 0.79600 |      2.982244e-07      |      4.633514e+03      |      4.633493e+03      |
| 0.79700 |      2.981726e-07      |      4.627574e+03      |      4.627680e+03      |
| 0.79800 |      2.981213e-07      |      4.621635e+03      |      4.621613e+03      |
| 0.79900 |      2.980704e-07      |      4.615698e+03      |      4.615829e+03      |
| 0.80000 |      2.980199e-07      |      4.609762e+03      |      4.609740e+03      |
| 0.80100 |      2.979699e-07      |      4.603828e+03      |      4.603985e+03      |
| 0.80200 |      2.979203e-07      |      4.597897e+03      |      4.597874e+03      |
| 0.80300 |      2.978711e-07      |      4.591969e+03      |      4.592148e+03      |
| 0.80400 |      2.978223e-07      |      4.586043e+03      |      4.586019e+03      |
| 0.80500 |      2.977740e-07      |      4.580121e+03      |      4.580322e+03      |
| 0.80600 |      2.977261e-07      |      4.574202e+03      |      4.574177e+03      |
| 0.80700 |      2.976786e-07      |      4.568287e+03      |      4.568509e+03      |
| 0.80800 |      2.976316e-07      |      4.562376e+03      |      4.562350e+03      |
| 0.80900 |      2.975849e-07      |      4.556469e+03      |      4.556711e+03      |
| 0.81000 |      2.975387e-07      |      4.550567e+03      |      4.550540e+03      |
| 0.81100 |      2.974929e-07      |      4.544669e+03      |      4.544929e+03      |
| 0.81200 |      2.974475e-07      |      4.538777e+03      |      4.538749e+03      |
| 0.81300 |      2.974026e-07      |      4.532890e+03      |      4.533166e+03      |
| 0.81400 |      2.973580e-07      |      4.527008e+03      |      4.526979e+03      |
| 0.81500 |      2.973139e-07      |      4.521132e+03      |      4.521425e+03      |
| 0.81600 |      2.972701e-07      |      4.515262e+03      |      4.515232e+03      |
| 0.81700 |      2.972268e-07      |      4.509399e+03      |      4.509706e+03      |
| 0.81800 |      2.971839e-07      |      4.503542e+03      |      4.503511e+03      |
| 0.81900 |      2.971414e-07      |      4.497691e+03      |      4.498012e+03      |
| 0.82000 |      2.970993e-07      |      4.491848e+03      |      4.491816e+03      |
| 0.82100 |      2.970576e-07      |      4.486011e+03      |      4.486345e+03      |
| 0.82200 |      2.970163e-07      |      4.480183e+03      |      4.480150e+03      |
| 0.82300 |      2.969754e-07      |      4.474361e+03      |      4.474706e+03      |
| 0.82400 |      2.969349e-07      |      4.468548e+03      |      4.468514e+03      |
| 0.82500 |      2.968947e-07      |      4.462743e+03      |      4.463098e+03      |
| 0.82600 |      2.968550e-07      |      4.456946e+03      |      4.456910e+03      |
| 0.82700 |      2.968157e-07      |      4.451157e+03      |      4.451521e+03      |
| 0.82800 |      2.967767e-07      |      4.445377e+03      |      4.445341e+03      |
| 0.82900 |      2.967382e-07      |      4.439606e+03      |      4.439978e+03      |
| 0.83000 |      2.967000e-07      |      4.433844e+03      |      4.433806e+03      |
| 0.83100 |      2.966623e-07      |      4.428091e+03      |      4.428471e+03      |
| 0.83200 |      2.966249e-07      |      4.422348e+03      |      4.422309e+03      |
| 0.83300 |      2.965879e-07      |      4.416614e+03      |      4.417000e+03      |
| 0.83400 |      2.965512e-07      |      4.410891e+03      |      4.410850e+03      |
| 0.83500 |      2.965150e-07      |      4.405177e+03      |      4.405568e+03      |
| 0.83600 |      2.964791e-07      |      4.399473e+03      |      4.399432e+03      |
| 0.83700 |      2.964436e-07      |      4.393780e+03      |      4.394175e+03      |
| 0.83800 |      2.964085e-07      |      4.388097e+03      |      4.388054e+03      |
| 0.83900 |      2.963737e-07      |      4.382425e+03      |      4.382824e+03      |
| 0.84000 |      2.963393e-07      |      4.376764e+03      |      4.376719e+03      |
| 0.84100 |      2.963053e-07      |      4.371113e+03      |      4.371515e+03      |
| 0.84200 |      2.962716e-07      |      4.365474e+03      |      4.365428e+03      |
| 0.84300 |      2.962383e-07      |      4.359846e+03      |      4.360250e+03      |
| 0.84400 |      2.962054e-07      |      4.354230e+03      |      4.354183e+03      |
| 0.84500 |      2.961728e-07      |      4.348625e+03      |      4.349030e+03      |
| 0.84600 |      2.961406e-07      |      4.343032e+03      |      4.342983e+03      |
| 0.84700 |      2.961088e-07      |      4.337451e+03      |      4.337856e+03      |
| 0.84800 |      2.960773e-07      |      4.331881e+03      |      4.331831e+03      |
| 0.84900 |      2.960461e-07      |      4.326324e+03      |      4.326729e+03      |
| 0.85000 |      2.960153e-07      |      4.320779e+03      |      4.320727e+03      |
| 0.85100 |      2.959849e-07      |      4.315247e+03      |      4.315650e+03      |
| 0.85200 |      2.959548e-07      |      4.309727e+03      |      4.309673e+03      |
| 0.85300 |      2.959250e-07      |      4.304220e+03      |      4.304621e+03      |
| 0.85400 |      2.958956e-07      |      4.298725e+03      |      4.298670e+03      |
| 0.85500 |      2.958666e-07      |      4.293243e+03      |      4.293642e+03      |
| 0.85600 |      2.958378e-07      |      4.287774e+03      |      4.287717e+03      |
| 0.85700 |      2.958094e-07      |      4.282319e+03      |      4.282714e+03      |
| 0.85800 |      2.957814e-07      |      4.276876e+03      |      4.276817e+03      |
| 0.85900 |      2.957537e-07      |      4.271447e+03      |      4.271838e+03      |
| 0.86000 |      2.957263e-07      |      4.266031e+03      |      4.265970e+03      |
| 0.86100 |      2.956992e-07      |      4.260628e+03      |      4.261015e+03      |
| 0.86200 |      2.956725e-07      |      4.255239e+03      |      4.255176e+03      |
| 0.86300 |      2.956461e-07      |      4.249863e+03      |      4.250245e+03      |
| 0.86400 |      2.956200e-07      |      4.244501e+03      |      4.244436e+03      |
| 0.86500 |      2.955943e-07      |      4.239153e+03      |      4.239530e+03      |
| 0.86600 |      2.955688e-07      |      4.233819e+03      |      4.233752e+03      |
| 0.86700 |      2.955437e-07      |      4.228498e+03      |      4.228869e+03      |
| 0.86800 |      2.955189e-07      |      4.223192e+03      |      4.223123e+03      |
| 0.86900 |      2.954944e-07      |      4.217899e+03      |      4.218263e+03      |
| 0.87000 |      2.954702e-07      |      4.212621e+03      |      4.212550e+03      |
| 0.87100 |      2.954464e-07      |      4.207357e+03      |      4.207713e+03      |
| 0.87200 |      2.954228e-07      |      4.202107e+03      |      4.202033e+03      |
| 0.87300 |      2.953996e-07      |      4.196871e+03      |      4.197220e+03      |
| 0.87400 |      2.953766e-07      |      4.191649e+03      |      4.191573e+03      |
| 0.87500 |      2.953540e-07      |      4.186442e+03      |      4.186783e+03      |
| 0.87600 |      2.953316e-07      |      4.181249e+03      |      4.181170e+03      |
| 0.87700 |      2.953096e-07      |      4.176071e+03      |      4.176403e+03      |
| 0.87800 |      2.952878e-07      |      4.170906e+03      |      4.170825e+03      |
| 0.87900 |      2.952664e-07      |      4.165757e+03      |      4.166080e+03      |
| 0.88000 |      2.952452e-07      |      4.160622e+03      |      4.160538e+03      |
| 0.88100 |      2.952243e-07      |      4.155501e+03      |      4.155815e+03      |
| 0.88200 |      2.952038e-07      |      4.150395e+03      |      4.150308e+03      |
| 0.88300 |      2.951835e-07      |      4.145304e+03      |      4.145608e+03      |
| 0.88400 |      2.951635e-07      |      4.140227e+03      |      4.140137e+03      |
| 0.88500 |      2.951437e-07      |      4.135164e+03      |      4.135459e+03      |
| 0.88600 |      2.951243e-07      |      4.130117e+03      |      4.130024e+03      |
| 0.88700 |      2.951051e-07      |      4.125084e+03      |      4.125368e+03      |
| 0.88800 |      2.950862e-07      |      4.120065e+03      |      4.119970e+03      |
| 0.88900 |      2.950676e-07      |      4.115062e+03      |      4.115335e+03      |
| 0.89000 |      2.950492e-07      |      4.110072e+03      |      4.109973e+03      |
| 0.89100 |      2.950311e-07      |      4.105098e+03      |      4.105361e+03      |
| 0.89200 |      2.950133e-07      |      4.100138e+03      |      4.100036e+03      |
| 0.89300 |      2.949958e-07      |      4.095193e+03      |      4.095444e+03      |
| 0.89400 |      2.949785e-07      |      4.090262e+03      |      4.090156e+03      |
| 0.89500 |      2.949615e-07      |      4.085346e+03      |      4.085586e+03      |
| 0.89600 |      2.949447e-07      |      4.080445e+03      |      4.080335e+03      |
| 0.89700 |      2.949282e-07      |      4.075558e+03      |      4.075786e+03      |
| 0.89800 |      2.949119e-07      |      4.070686e+03      |      4.070572e+03      |
| 0.89900 |      2.948959e-07      |      4.065828e+03      |      4.066045e+03      |
| 0.90000 |      2.948802e-07      |      4.060985e+03      |      4.060868e+03      |
| 0.90100 |      2.948647e-07      |      4.056157e+03      |      4.056361e+03      |
| 0.90200 |      2.948494e-07      |      4.051343e+03      |      4.051221e+03      |
| 0.90300 |      2.948344e-07      |      4.046543e+03      |      4.046735e+03      |
| 0.90400 |      2.948196e-07      |      4.041758e+03      |      4.041632e+03      |
| 0.90500 |      2.948051e-07      |      4.036987e+03      |      4.037166e+03      |
| 0.90600 |      2.947908e-07      |      4.032231e+03      |      4.032100e+03      |
| 0.90700 |      2.947768e-07      |      4.027489e+03      |      4.027655e+03      |
| 0.90800 |      2.947630e-07      |      4.022761e+03      |      4.022626e+03      |
| 0.90900 |      2.947494e-07      |      4.018048e+03      |      4.018201e+03      |
| 0.91000 |      2.947360e-07      |      4.013349e+03      |      4.013209e+03      |
| 0.91100 |      2.947229e-07      |      4.008664e+03      |      4.008803e+03      |
| 0.91200 |      2.947100e-07      |      4.003993e+03      |      4.003848e+03      |
| 0.91300 |      2.946973e-07      |      3.999337e+03      |      3.999463e+03      |
| 0.91400 |      2.946848e-07      |      3.994694e+03      |      3.994543e+03      |
| 0.91500 |      2.946726e-07      |      3.990066e+03      |      3.990178e+03      |
| 0.91600 |      2.946606e-07      |      3.985451e+03      |      3.985295e+03      |
| 0.91700 |      2.946488e-07      |      3.980851e+03      |      3.980949e+03      |
| 0.91800 |      2.946372e-07      |      3.976264e+03      |      3.976102e+03      |
| 0.91900 |      2.946258e-07      |      3.971692e+03      |      3.971775e+03      |
| 0.92000 |      2.946146e-07      |      3.967133e+03      |      3.966964e+03      |
| 0.92100 |      2.946037e-07      |      3.962588e+03      |      3.962657e+03      |
| 0.92200 |      2.945929e-07      |      3.958056e+03      |      3.957881e+03      |
| 0.92300 |      2.945823e-07      |      3.953538e+03      |      3.953593e+03      |
| 0.92400 |      2.945720e-07      |      3.949034e+03      |      3.948852e+03      |
| 0.92500 |      2.945618e-07      |      3.944544e+03      |      3.944583e+03      |
| 0.92600 |      2.945518e-07      |      3.940066e+03      |      3.939877e+03      |
| 0.92700 |      2.945421e-07      |      3.935603e+03      |      3.935627e+03      |
| 0.92800 |      2.945325e-07      |      3.931153e+03      |      3.930956e+03      |
| 0.92900 |      2.945231e-07      |      3.926716e+03      |      3.926724e+03      |
| 0.93000 |      2.945139e-07      |      3.922292e+03      |      3.922087e+03      |
| 0.93100 |      2.945049e-07      |      3.917881e+03      |      3.917874e+03      |
| 0.93200 |      2.944960e-07      |      3.913484e+03      |      3.913271e+03      |
| 0.93300 |      2.944874e-07      |      3.909100e+03      |      3.909077e+03      |
| 0.93400 |      2.944789e-07      |      3.904729e+03      |      3.904507e+03      |
| 0.93500 |      2.944706e-07      |      3.900370e+03      |      3.900331e+03      |
| 0.93600 |      2.944625e-07      |      3.896025e+03      |      3.895794e+03      |
| 0.93700 |      2.944545e-07      |      3.891693e+03      |      3.891636e+03      |
| 0.93800 |      2.944468e-07      |      3.887373e+03      |      3.887132e+03      |
| 0.93900 |      2.944391e-07      |      3.883066e+03      |      3.882992e+03      |
| 0.94000 |      2.944317e-07      |      3.878772e+03      |      3.878521e+03      |
| 0.94100 |      2.944244e-07      |      3.874490e+03      |      3.874399e+03      |
| 0.94200 |      2.944173e-07      |      3.870221e+03      |      3.869959e+03      |
| 0.94300 |      2.944103e-07      |      3.865964e+03      |      3.865855e+03      |
| 0.94400 |      2.944036e-07      |      3.861720e+03      |      3.861447e+03      |
| 0.94500 |      2.943969e-07      |      3.857488e+03      |      3.857360e+03      |
| 0.94600 |      2.943904e-07      |      3.853269e+03      |      3.852983e+03      |
| 0.94700 |      2.943841e-07      |      3.849062e+03      |      3.848914e+03      |
| 0.94800 |      2.943779e-07      |      3.844866e+03      |      3.844568e+03      |
| 0.94900 |      2.943719e-07      |      3.840684e+03      |      3.840517e+03      |
| 0.95000 |      2.943660e-07      |      3.836513e+03      |      3.836200e+03      |
| 0.95100 |      2.943602e-07      |      3.832354e+03      |      3.832166e+03      |
| 0.95200 |      2.943546e-07      |      3.828207e+03      |      3.827880e+03      |
| 0.95300 |      2.943491e-07      |      3.824072e+03      |      3.823863e+03      |
| 0.95400 |      2.943438e-07      |      3.819948e+03      |      3.819606e+03      |
| 0.95500 |      2.943386e-07      |      3.815837e+03      |      3.815607e+03      |
| 0.95600 |      2.943336e-07      |      3.811737e+03      |      3.811378e+03      |
| 0.95700 |      2.943286e-07      |      3.807649e+03      |      3.807396e+03      |
| 0.95800 |      2.943238e-07      |      3.803572e+03      |      3.803196e+03      |
| 0.95900 |      2.943192e-07      |      3.799507e+03      |      3.799230e+03      |
| 0.96000 |      2.943146e-07      |      3.795454e+03      |      3.795059e+03      |
| 0.96100 |      2.943102e-07      |      3.791412e+03      |      3.791110e+03      |
| 0.96200 |      2.943059e-07      |      3.787381e+03      |      3.786966e+03      |
| 0.96300 |      2.943017e-07      |      3.783361e+03      |      3.783034e+03      |
| 0.96400 |      2.942977e-07      |      3.779353e+03      |      3.778917e+03      |
| 0.96500 |      2.942937e-07      |      3.775356e+03      |      3.775001e+03      |
| 0.96600 |      2.942899e-07      |      3.771370e+03      |      3.770912e+03      |
| 0.96700 |      2.942861e-07      |      3.767396e+03      |      3.767012e+03      |
| 0.96800 |      2.942825e-07      |      3.763432e+03      |      3.762949e+03      |
| 0.96900 |      2.942790e-07      |      3.759479e+03      |      3.759066e+03      |
| 0.97000 |      2.942756e-07      |      3.755537e+03      |      3.755028e+03      |
| 0.97100 |      2.942723e-07      |      3.751607e+03      |      3.751161e+03      |
| 0.97200 |      2.942691e-07      |      3.747687e+03      |      3.747149e+03      |
| 0.97300 |      2.942661e-07      |      3.743777e+03      |      3.743298e+03      |
| 0.97400 |      2.942631e-07      |      3.739879e+03      |      3.739312e+03      |
| 0.97500 |      2.942602e-07      |      3.735991e+03      |      3.735477e+03      |
| 0.97600 |      2.942574e-07      |      3.732115e+03      |      3.731515e+03      |
| 0.97700 |      2.942547e-07      |      3.728248e+03      |      3.727695e+03      |
| 0.97800 |      2.942520e-07      |      3.724393e+03      |      3.723758e+03      |
| 0.97900 |      2.942495e-07      |      3.720548e+03      |      3.719954e+03      |
| 0.98000 |      2.942471e-07      |      3.716713e+03      |      3.716040e+03      |
| 0.98100 |      2.942447e-07      |      3.712890e+03      |      3.712252e+03      |
| 0.98200 |      2.942424e-07      |      3.709076e+03      |      3.708362e+03      |
| 0.98300 |      2.942402e-07      |      3.705274e+03      |      3.704589e+03      |
| 0.98400 |      2.942381e-07      |      3.701481e+03      |      3.700722e+03      |
| 0.98500 |      2.942361e-07      |      3.697700e+03      |      3.696965e+03      |
| 0.98600 |      2.942341e-07      |      3.693929e+03      |      3.693120e+03      |
| 0.98700 |      2.942322e-07      |      3.690168e+03      |      3.689378e+03      |
| 0.98800 |      2.942304e-07      |      3.686418e+03      |      3.685556e+03      |
| 0.98900 |      2.942287e-07      |      3.682678e+03      |      3.681829e+03      |
| 0.99000 |      2.942270e-07      |      3.678949e+03      |      3.678029e+03      |
| 0.99100 |      2.942254e-07      |      3.675230e+03      |      3.674317e+03      |
| 0.99200 |      2.942239e-07      |      3.671522e+03      |      3.670538e+03      |
| 0.99300 |      2.942224e-07      |      3.667824e+03      |      3.666841e+03      |
| 0.99400 |      2.942210e-07      |      3.664137e+03      |      3.663083e+03      |
| 0.99500 |      2.942196e-07      |      3.660461e+03      |      3.659402e+03      |
| 0.99600 |      2.942183e-07      |      3.656796e+03      |      3.655664e+03      |
| 0.99700 |      2.942171e-07      |      3.653141e+03      |      3.651997e+03      |
| 0.99800 |      2.942159e-07      |      3.649497e+03      |      3.648280e+03      |
| 0.99900 |      2.942148e-07      |      3.645865e+03      |      3.644628e+03      |
| 1.00000 |      2.942137e-07      |      3.639515e+03      |      3.640930e+03      |
--------------------------------------------------------------------------------------
